Site_ID,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10
169,0.008403,0.046504,0.040714,0.024147,0.114500,0.042862,0.016790,0.049035,0.033966,0.011265
170,0.009267,0.044305,0.052639,0.032164,0.048570,0.035188,0.049076,0.033544,0.048882,0.018685
171,0.008386,0.046697,0.041282,0.021644,0.063416,0.044379,0.015862,0.037154,0.035873,0.013022
172,0.011041,0.036669,0.027930,0.027894,0.098387,0.032755,0.009180,0.019040,0.026503,0.012724
173,0.010823,0.050321,0.058002,0.025127,0.076344,0.026127,0.010385,0.029173,0.056694,0.018439
174,0.005906,0.039194,0.035154,0.022327,0.097702,0.026143,0.016378,0.028836,0.045132,0.012516
175,0.010457,0.053038,0.028518,0.039693,0.067687,0.019684,0.012756,0.029352,0.071380,0.014851
176,0.008759,0.049142,0.061716,0.034944,0.108996,0.017644,0.010840,0.041795,0.031907,0.012732
177,0.007878,0.054986,0.031290,0.026942,0.074251,0.020751,0.025058,0.030822,0.025528,0.014828
178,0.007079,0.076528,0.063330,0.040154,0.069002,0.015454,0.043154,0.034014,0.028577,0.015491
179,0.007813,0.101782,0.028417,0.027677,0.046740,0.024733,0.036094,0.028619,0.033631,0.020987
180,0.007238,0.077043,0.042394,0.050158,0.066280,0.017909,0.028080,0.040542,0.025041,0.011431
181,0.007709,0.053055,0.046584,0.048328,0.106621,0.034662,0.016465,0.039621,0.035401,0.019396
182,0.013378,0.049421,0.052202,0.065464,0.163283,0.092451,0.029036,0.036916,0.025494,0.023258
183,0.006954,0.063756,0.030234,0.043450,0.103112,0.060300,0.032710,0.080916,0.036349,0.038842
184,0.005757,0.090159,0.044421,0.031333,0.055135,0.086654,0.014654,0.022236,0.054132,0.024099
185,0.009294,0.058915,0.046077,0.024327,0.091619,0.044372,0.013717,0.032213,0.033030,0.026749
186,0.015657,0.090118,0.042909,0.021188,0.080746,0.037066,0.019304,0.036033,0.030044,0.042028
187,0.010861,0.064766,0.032517,0.022219,0.103777,0.047226,0.009087,0.048015,0.040990,0.024926
188,0.015826,0.042913,0.033811,0.035845,0.080173,0.042370,0.016129,0.023798,0.055897,0.015420
189,0.006629,0.066449,0.022809,0.027969,0.132888,0.029224,0.015898,0.052586,0.113234,0.013159
190,0.012449,0.049395,0.026291,0.036775,0.169143,0.036745,0.014530,0.045508,0.034740,0.016503
191,0.011105,0.030100,0.042638,0.048877,0.128082,0.041927,0.007700,0.038472,0.033414,0.010135
192,0.006299,0.028864,0.044537,0.027314,0.154289,0.029281,0.029651,0.043067,0.021685,0.008459
193,0.008288,0.033583,0.057750,0.027906,0.184641,0.048164,0.025366,0.085626,0.021300,0.020637
194,0.009510,0.029825,0.056003,0.040196,0.145925,0.045484,0.023303,0.031749,0.024656,0.022459
195,0.012675,0.055153,0.085532,0.031694,0.113805,0.028837,0.035488,0.051607,0.024831,0.014886
196,0.011182,0.030831,0.100980,0.061079,0.064155,0.021558,0.031061,0.048502,0.023588,0.031242
197,0.005813,0.027642,0.018818,0.019254,0.045754,0.015428,0.018933,0.051063,0.042836,0.007519
198,0.011647,0.014280,0.053268,0.013967,0.059630,0.004510,0.014375,0.057650,0.037263,0.013405
199,0.012841,0.016610,0.024499,0.006710,0.095540,0.016405,0.018021,0.068770,0.045662,0.008973
200,0.025214,0.025637,0.043474,0.009392,0.051400,0.016499,0.015697,0.068924,0.055911,0.009843
201,0.015787,0.020922,0.016588,0.010035,0.097326,0.007040,0.022626,0.091934,0.072483,0.012656
202,0.011145,0.028301,0.013692,0.011498,0.121037,0.012534,0.024707,0.109010,0.077235,0.008911
203,0.020993,0.017369,0.011995,0.019965,0.117412,0.018616,0.038477,0.070894,0.037344,0.007795
204,0.018948,0.015397,0.027784,0.010597,0.121556,0.025599,0.049123,0.080460,0.066519,0.008896
205,0.015380,0.018248,0.014465,0.011735,0.084079,0.012861,0.030937,0.080354,0.057994,0.014178
206,0.018817,0.022160,0.032508,0.014161,0.069534,0.026228,0.035612,0.040156,0.071602,0.013741
207,0.021493,0.013074,0.028311,0.007170,0.050370,0.016721,0.033100,0.056877,0.099967,0.013328
208,0.023500,0.031804,0.045923,0.005525,0.046116,0.017815,0.019471,0.094500,0.067332,0.019258
209,0.030549,0.023097,0.045182,0.005397,0.096764,0.019039,0.018168,0.099933,0.088632,0.031479
210,0.024847,0.017998,0.025666,0.006570,0.124422,0.018399,0.035694,0.081019,0.094755,0.020589
211,0.017875,0.038111,0.035853,0.004931,0.108212,0.011684,0.047044,0.037148,0.061417,0.047252
212,0.010995,0.017158,0.028835,0.005378,0.079351,0.023423,0.069371,0.081351,0.089465,0.016560
213,0.016415,0.017730,0.047550,0.004399,0.158804,0.036449,0.062137,0.038414,0.047143,0.015150
214,0.018745,0.018332,0.048930,0.004396,0.143909,0.020518,0.029784,0.060918,0.073943,0.018506
215,0.021649,0.024941,0.036953,0.005516,0.083984,0.019292,0.033349,0.054174,0.052158,0.019850
